지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
232,천안,2023/08/13,26
232,천안,2023/08/14,28
232,천안,2023/08/15,25
232,천안,2023/08/16,24
232,천안,2023/08/17,21
232,천안,2023/08/18,23
232,천안,2023/08/19,19
232,천안,2023/08/20,24
232,천안,2023/08/21,17
232,천안,2023/08/23,15
232,천안,2023/08/24,10
232,천안,2023/08/25,19
232,천안,2023/08/26,29
232,천안,2023/08/27,24
232,천안,2023/08/28,14
232,천안,2023/08/29,13
232,천안,2023/08/30,14
232,천안,2023/09/02,23
232,천안,2023/09/03,11
232,천안,2023/09/04,18
232,천안,2023/09/05,15
232,천안,2023/09/06,16
232,천안,2023/09/07,16
232,천안,2023/09/08,17
232,천안,2023/09/09,23
232,천안,2023/09/10,23
232,천안,2023/09/11,24
232,천안,2023/09/12,21
232,천안,2023/09/13,21
232,천안,2023/09/14,11
232,천안,2023/09/15,11
232,천안,2023/09/16,11
232,천안,2023/09/17,14
232,천안,2023/09/18,20
232,천안,2023/09/19,24
232,천안,2023/09/23,18
232,천안,2023/09/25,14
232,천안,2023/09/27,10
232,천안,2023/09/28,31
232,천안,2023/09/29,34
232,천안,2023/09/30,18
232,천안,2023/10/01,22
232,천안,2023/10/11,26
232,천안,2023/10/13,29
232,천안,2023/10/14,29
232,천안,2023/10/16,29
232,천안,2023/10/18,29
232,천안,2023/10/19,22
232,천안,2023/10/24,30
232,천안,2023/10/25,33
232,천안,2023/10/26,37
232,천안,2023/10/27,33
232,천안,2023/10/28,30
232,천안,2023/10/29,29
232,천안,2023/10/30,37
232,천안,2023/10/31,35
